"variant","af","filter.pvalue","lrt.pvalue","beta","beta.std.err","variant_h2","notes","cluster_variants","p_adj_BH","p_adj_bonferroni","rejected_BH_005","rejected_bonferroni_005","rejected_BH_010","rejected_bonferroni_010"
"K21741",0.251,0,0.223,-0.0993,0.0813,0.0858,NA,"K21741",0.796405848787446,1,FALSE,FALSE,FALSE,FALSE
"K08325",0.325,0,0.189,-0.195,0.148,0.0925,NA,"K08325",0.758271634615385,1,FALSE,FALSE,FALSE,FALSE
"K03826",0.256,0,0.321,0.118,0.118,0.07,NA,"K03826",0.849047543581616,1,FALSE,FALSE,FALSE,FALSE
"K07787",0.35,0,0.39,-0.0711,0.0825,0.0607,NA,"K07787",0.889784691136974,1,FALSE,FALSE,FALSE,FALSE
"K07798",0.355,0,0.399,-0.0694,0.082,0.0596,NA,"K07798",0.891076271186441,1,FALSE,FALSE,FALSE,FALSE
"K07796",0.222,0,0.703,-0.0355,0.093,0.0269,NA,"K07796",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K12542",0.557,0,0.712,-0.0338,0.0913,0.0261,NA,"K12542",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K09758",0.103,0,0.537,-0.0771,0.125,0.0436,NA,"K09758",0.945181052631579,1,FALSE,FALSE,FALSE,FALSE
"K13653",0.345,0,0.241,0.114,0.0973,0.0826,NA,"K13653",0.802852295409182,1,FALSE,FALSE,FALSE,FALSE
"K21430",0.818,0,0.712,-0.047,0.127,0.026,NA,"K21430",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K01185",0.256,0,0.611,0.0339,0.0665,0.0359,NA,"K01185",0.957197699720236,1,FALSE,FALSE,FALSE,FALSE
"K21029",0.473,0,0.911,-0.015,0.134,0.0079,NA,"K21029",0.992926448253417,1,FALSE,FALSE,FALSE,FALSE
"K01011",0.906,0,0.28,0.179,0.165,0.0761,NA,"K01011",0.820339379754242,1,FALSE,FALSE,FALSE,FALSE
"K00616",0.975,0,0.904,0.0358,0.298,0.00847,NA,"K00616",0.992180622533976,1,FALSE,FALSE,FALSE,FALSE
"K03776",0.458,0,0.0637,0.214,0.115,0.13,NA,"K03776",0.548548464163822,1,FALSE,FALSE,FALSE,FALSE
"K09607",0.197,0,0.552,-0.0524,0.088,0.042,NA,"K09607",0.949517436067752,1,FALSE,FALSE,FALSE,FALSE
"K07679",0.325,0,0.639,0.0561,0.12,0.0331,NA,"K07679",0.966608157099698,1,FALSE,FALSE,FALSE,FALSE
"K25285",0.31,0,0.674,-0.0498,0.118,0.0297,NA,"K25284,K25285",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K25283",0.404,0,0.889,0.013,0.0934,0.00984,NA,"K25283",0.991805481283422,1,FALSE,FALSE,FALSE,FALSE
"K25282",0.325,0,0.882,-0.0138,0.0933,0.0104,NA,"K25282",0.991805481283422,1,FALSE,FALSE,FALSE,FALSE
"K07267",0.305,0,0.0995,0.244,0.147,0.116,NA,"K07267",0.666929718875502,1,FALSE,FALSE,FALSE,FALSE
"K00878",0.325,0,0.387,-0.105,0.121,0.061,NA,"K00878",0.889784691136974,1,FALSE,FALSE,FALSE,FALSE
"K03707",0.35,0,0.924,-0.00996,0.105,0.00671,NA,"K03707",0.994297872340426,1,FALSE,FALSE,FALSE,FALSE
"K15598",0.172,0,0.2,-0.186,0.145,0.0902,NA,"K15598",0.770013006885998,1,FALSE,FALSE,FALSE,FALSE
"K15599",0.167,0,0.0252,-0.32,0.142,0.157,NA,"K15599",0.349519113573407,1,FALSE,FALSE,FALSE,FALSE
"K02050",0.847,0,0.397,0.109,0.128,0.0598,NA,"K02050",0.889784691136974,1,FALSE,FALSE,FALSE,FALSE
"K15600",0.148,0,0.0192,-0.385,0.163,0.164,NA,"K15600",0.292833636363636,1,FALSE,FALSE,FALSE,FALSE
"K00941",0.665,0,0.597,-0.0727,0.137,0.0373,NA,"K00941",0.955838370983137,1,FALSE,FALSE,FALSE,FALSE
"K03298",0.281,0,0.774,-0.0256,0.089,0.0203,NA,"K03298",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K03765",0.0542,0,0.894,-0.02,0.149,0.00941,NA,"K03765",0.992088775736108,1,FALSE,FALSE,FALSE,FALSE
"K01507",0.739,0,0.274,-0.155,0.141,0.0772,NA,"K01507",0.818078711985689,1,FALSE,FALSE,FALSE,FALSE
"K00364",0.236,0,0.881,-0.0227,0.152,0.0105,NA,"K00364",0.991805481283422,1,FALSE,FALSE,FALSE,FALSE
"K10680",0.828,0,0.999,-9.18e-05,0.0709,9.13e-05,NA,"K10680",0.999199560527367,1,FALSE,FALSE,FALSE,FALSE
"K05782",0.7,0,0.04,0.173,0.0836,0.144,NA,"K05782",0.435532971800434,1,FALSE,FALSE,FALSE,FALSE
"K23779",0.596,0,0.374,0.067,0.0751,0.0627,NA,"K23779",0.879989661654135,1,FALSE,FALSE,FALSE,FALSE
"K05592",0.901,0,0.187,0.283,0.213,0.0931,NA,"K05592",0.753871980676328,1,FALSE,FALSE,FALSE,FALSE
"K01147",0.241,0,0.352,-0.165,0.177,0.0656,NA,"K01147",0.867781388478582,1,FALSE,FALSE,FALSE,FALSE
"K28224",0.512,0,0.952,0.00584,0.0961,0.00429,NA,"K28224",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
"K01493",0.232,0,0.924,0.0119,0.124,0.00678,NA,"K01493",0.994297872340426,1,FALSE,FALSE,FALSE,FALSE
"K03437",0.631,0,0.237,-0.16,0.135,0.0833,NA,"K03437",0.8009859437751,1,FALSE,FALSE,FALSE,FALSE
"K05524",0.655,0,0.889,0.0183,0.131,0.00982,NA,"K05524",0.991805481283422,1,FALSE,FALSE,FALSE,FALSE
"K07137",0.429,0,0.119,0.178,0.114,0.11,NA,"K07137",0.687801152737752,1,FALSE,FALSE,FALSE,FALSE
"K04719",0.453,0,1.85e-17,1.14,0.122,0.55,NA,"K04719",4.631475e-14,9.26295e-14,TRUE,TRUE,TRUE,TRUE
"K06934",0.118,0,0.881,0.0148,0.0985,0.0106,NA,"K06934",0.991805481283422,1,FALSE,FALSE,FALSE,FALSE
"K12541",0.547,0,0.886,-0.0132,0.0921,0.0101,NA,"K12541",0.991805481283422,1,FALSE,FALSE,FALSE,FALSE
"K03565",0.975,0,0.000863,-0.923,0.273,0.232,NA,"K03565",0.0626237826086957,1,FALSE,FALSE,TRUE,FALSE
"K08344",0.232,0,0.669,-0.0532,0.124,0.0302,NA,"K08344",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K06911",0.921,0,0.00384,0.429,0.147,0.202,NA,"K06911",0.160224,1,FALSE,FALSE,FALSE,FALSE
"K00798",0.695,0,0.121,0.251,0.161,0.109,NA,"K00798",0.687801152737752,1,FALSE,FALSE,FALSE,FALSE
"K07226",0.443,0,0.692,0.041,0.103,0.028,NA,"K07226",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K07227",0.0837,0,0.162,-0.361,0.258,0.0984,NA,"K07227",0.717817699115044,1,FALSE,FALSE,FALSE,FALSE
"K21936",0.0887,0,0.685,-0.064,0.158,0.0286,NA,"K21936",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K25132",0.507,0,0.206,-0.0909,0.0717,0.0891,NA,"K25132",0.774316728624535,1,FALSE,FALSE,FALSE,FALSE
"K25133",0.567,0,0.357,-0.0708,0.0766,0.065,NA,"K25133",0.870676570871895,1,FALSE,FALSE,FALSE,FALSE
"K02015",0.719,0,0.779,0.0265,0.0942,0.0198,NA,"K02015",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K10834",0.488,0,0.538,-0.0511,0.0827,0.0435,NA,"K10834",0.945181052631579,1,FALSE,FALSE,FALSE,FALSE
"K01916",0.709,0,0.157,0.18,0.127,0.0998,NA,"K01916",0.70312969588551,1,FALSE,FALSE,FALSE,FALSE
"K07140",0.517,0,0.893,-0.0177,0.132,0.00948,NA,"K07140",0.992088775736108,1,FALSE,FALSE,FALSE,FALSE
"K09781",0.68,0,0.662,0.0405,0.0925,0.0309,NA,"K09781",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K07256",0.133,0,0.27,-0.181,0.163,0.0778,NA,"K07256",0.814882459312839,1,FALSE,FALSE,FALSE,FALSE
"K07255",0.128,0,0.233,-0.218,0.182,0.084,NA,"K07255",0.8009859437751,1,FALSE,FALSE,FALSE,FALSE
"K03852",0.182,0,0.763,0.0454,0.151,0.0213,NA,"K03852",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K09882",0.217,0,0.23,0.192,0.16,0.0846,NA,"K09882",0.800841446453407,1,FALSE,FALSE,FALSE,FALSE
"K09883",0.217,0,0.23,0.192,0.16,0.0846,NA,"K09883",0.800841446453407,1,FALSE,FALSE,FALSE,FALSE
"K00625",0.266,0,0.22,0.158,0.129,0.0864,NA,"K00625",0.791905104241553,1,FALSE,FALSE,FALSE,FALSE
"K00135",0.936,0,0.939,0.00865,0.113,0.0054,NA,"K00135",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
"K01638",0.901,0,0.685,-0.0662,0.163,0.0287,NA,"K01638",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K01637",0.887,0,0.118,-0.234,0.149,0.11,NA,"K01637",0.687801152737752,1,FALSE,FALSE,FALSE,FALSE
"K01387",0.0985,0,0.259,-0.213,0.188,0.0796,NA,"K01387",0.810508125,1,FALSE,FALSE,FALSE,FALSE
"K00065",0.537,0,0.749,0.0239,0.0745,0.0226,NA,"K00065",0.975863387978142,1,FALSE,FALSE,FALSE,FALSE
"K10110",0.148,0,0.0949,-0.453,0.27,0.118,NA,"K10108,K10109,K10110",0.653176543209877,1,FALSE,FALSE,FALSE,FALSE
"K07114",0.631,0,0.917,-0.0136,0.131,0.00733,NA,"K07114",0.993607003891051,1,FALSE,FALSE,FALSE,FALSE
"K01046",0.409,0,0.606,-0.0402,0.078,0.0364,NA,"K01046",0.957012260295505,1,FALSE,FALSE,FALSE,FALSE
"K06078",0.172,0,0.623,0.088,0.179,0.0347,NA,"K06078",0.958754595588235,1,FALSE,FALSE,FALSE,FALSE
"K19236",0.128,0,0.532,-0.118,0.189,0.0441,NA,"K19236",0.945181052631579,1,FALSE,FALSE,FALSE,FALSE
"K08163",0.0936,0,0.891,-0.0247,0.179,0.00971,NA,"K08163",0.991826811916407,1,FALSE,FALSE,FALSE,FALSE
"K23775",0.867,0,0.0169,0.306,0.127,0.168,NA,"K23775",0.281123920265781,1,FALSE,FALSE,FALSE,FALSE
"K04063",0.946,0,0.662,0.0962,0.22,0.0309,NA,"K04063",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K11203",0.0739,0,0.876,-0.0347,0.222,0.011,NA,"K11203",0.991440325497288,1,FALSE,FALSE,FALSE,FALSE
"K02770",0.567,0,0.338,0.134,0.14,0.0676,NA,"K02770",0.857762797769894,1,FALSE,FALSE,FALSE,FALSE
"K10195",0.128,0,0.217,-0.158,0.128,0.087,NA,"K10195",0.785624728850325,1,FALSE,FALSE,FALSE,FALSE
"K14054",0.0936,0,0.277,-0.337,0.309,0.0766,NA,"K14054",0.818253097345133,1,FALSE,FALSE,FALSE,FALSE
"K03297",0.64,0,0.258,0.0947,0.0835,0.0797,NA,"K03297",0.810417816813049,1,FALSE,FALSE,FALSE,FALSE
"K00121",0.68,0,0.635,0.089,0.187,0.0335,NA,"K00121",0.96405245603396,1,FALSE,FALSE,FALSE,FALSE
"K01070",0.685,0,0.355,0.212,0.229,0.0652,NA,"K01070",0.869932650073206,1,FALSE,FALSE,FALSE,FALSE
"K00138",0.778,0,0.34,-0.0809,0.0846,0.0673,NA,"K00138",0.859353861686017,1,FALSE,FALSE,FALSE,FALSE
"K21405",0.557,0,0.819,-0.0239,0.104,0.0162,NA,"K21405",0.979396465249582,1,FALSE,FALSE,FALSE,FALSE
"K07727",0.384,0,0.77,0.0228,0.0779,0.0206,NA,"K07727",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K06950",0.522,0,0.189,0.148,0.112,0.0926,NA,"K06950",0.758271634615385,1,FALSE,FALSE,FALSE,FALSE
"K01246",0.857,0,0.319,0.227,0.228,0.0703,NA,"K01246",0.849047543581616,1,FALSE,FALSE,FALSE,FALSE
"K13481",0.537,0,0.18,0.178,0.132,0.0945,NA,"K13481,K13482",0.74545905707196,1,FALSE,FALSE,FALSE,FALSE
"K07402",0.847,0,0.155,0.141,0.0985,0.1,NA,"K07402",0.701789757412399,1,FALSE,FALSE,FALSE,FALSE
"K01487",0.621,0,0.0439,0.251,0.124,0.142,NA,"K01487",0.453210927835052,1,FALSE,FALSE,FALSE,FALSE
"K01607",0.833,0,0.3,0.105,0.101,0.0731,NA,"K01607",0.839146436525612,1,FALSE,FALSE,FALSE,FALSE
"K21745",0.172,0,0.0468,0.225,0.113,0.14,NA,"K21745",0.467719760479042,1,FALSE,FALSE,FALSE,FALSE
"K01483",0.409,0,0.0997,0.215,0.13,0.116,NA,"K01483",0.667376871657754,1,FALSE,FALSE,FALSE,FALSE
"K01477",0.256,0,0.064,0.238,0.128,0.13,NA,"K01477",0.548548464163822,1,FALSE,FALSE,FALSE,FALSE
"K16842",0.586,0,0.276,0.121,0.111,0.0768,NA,"K16842",0.818253097345133,1,FALSE,FALSE,FALSE,FALSE
"K07127",0.764,0,0.0547,0.189,0.0981,0.135,NA,"K07127",0.49797386569873,1,FALSE,FALSE,FALSE,FALSE
"K18456",0.31,0,0.228,0.129,0.106,0.0849,NA,"K18456",0.798877536738978,1,FALSE,FALSE,FALSE,FALSE
"K12960",0.325,0,0.00316,0.43,0.144,0.206,NA,"K12960",0.142541621621622,1,FALSE,FALSE,FALSE,FALSE
"K09017",0.606,0,0.431,0.097,0.123,0.0556,NA,"K09017",0.904070800167574,1,FALSE,FALSE,FALSE,FALSE
"K11529",0.355,0,0.366,0.0939,0.104,0.0638,NA,"K11529",0.878926618705036,1,FALSE,FALSE,FALSE,FALSE
"K00042",0.557,0,0.183,0.124,0.0928,0.0938,NA,"K00042",0.747984489795918,1,FALSE,FALSE,FALSE,FALSE
"K01608",0.384,0,0.18,0.149,0.11,0.0946,NA,"K01608",0.74545905707196,1,FALSE,FALSE,FALSE,FALSE
"K15269",0.32,0,0.253,-0.0901,0.0785,0.0807,NA,"K15269",0.809307547169811,1,FALSE,FALSE,FALSE,FALSE
"K07790",0.0936,0,0.251,0.114,0.0988,0.081,NA,"K07790",0.809307547169811,1,FALSE,FALSE,FALSE,FALSE
"K02281",0.163,0,0.59,0.0723,0.134,0.0381,NA,"K02281",0.955410737386805,1,FALSE,FALSE,FALSE,FALSE
"K06975",0.744,0,0.945,-0.00895,0.129,0.00491,NA,"K06975",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
"K05350",0.172,0,0.276,-0.12,0.11,0.0768,NA,"K05350",0.818253097345133,1,FALSE,FALSE,FALSE,FALSE
"K10241",0.108,0,0.458,-0.123,0.166,0.0524,NA,"K10241",0.916182980423492,1,FALSE,FALSE,FALSE,FALSE
"K10240",0.108,0,0.458,-0.123,0.166,0.0524,NA,"K10240",0.916182980423492,1,FALSE,FALSE,FALSE,FALSE
"K02027",0.783,0,0.952,0.0056,0.092,0.00429,NA,"K02027",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
"K01322",0.399,0,0.267,-0.129,0.116,0.0783,NA,"K01322",0.814882459312839,1,FALSE,FALSE,FALSE,FALSE
"K03303",0.527,0,0.0689,0.16,0.0876,0.128,NA,"K03303",0.564514705882353,1,FALSE,FALSE,FALSE,FALSE
"K18930",0.261,0,0.932,0.00905,0.107,0.00599,NA,"K18930",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
"K05825",0.695,0,0.474,-0.0743,0.104,0.0505,NA,"K05825",0.921838808250573,1,FALSE,FALSE,FALSE,FALSE
"K07146",0.931,0,0.983,0.00436,0.208,0.00148,NA,"K07146",0.996533913747722,1,FALSE,FALSE,FALSE,FALSE
"K07783",0.177,0,0.0345,-0.448,0.211,0.148,NA,"K07783",0.40549647887324,1,FALSE,FALSE,FALSE,FALSE
"K07686",0.133,0,0.481,-0.187,0.265,0.0497,NA,"K07686,K07784",0.921838808250573,1,FALSE,FALSE,FALSE,FALSE
"K09913",0.557,0,0.862,-0.0284,0.163,0.0123,NA,"K09913",0.989755813953488,1,FALSE,FALSE,FALSE,FALSE
"K13936",0.739,0,0.0324,0.261,0.121,0.15,NA,"K13936",0.39567512195122,1,FALSE,FALSE,FALSE,FALSE
"K24180",0.502,0,0.349,0.099,0.106,0.066,NA,"K24180",0.866787202380952,1,FALSE,FALSE,FALSE,FALSE
"K01737",0.906,0,0.653,-0.0663,0.147,0.0318,NA,"K01737",0.969623665480427,1,FALSE,FALSE,FALSE,FALSE
"K07136",0.246,0,0.825,-0.0305,0.138,0.0157,NA,"K07136",0.98039985862394,1,FALSE,FALSE,FALSE,FALSE
"K13529",0.374,0,0.00425,-0.44,0.152,0.2,NA,"K13529",0.167812734375,1,FALSE,FALSE,FALSE,FALSE
"K23773",0.512,0,0.054,0.262,0.135,0.135,NA,"K23773",0.495197802197802,1,FALSE,FALSE,FALSE,FALSE
"K02564",0.517,0,0.839,-0.0198,0.0971,0.0144,NA,"K02564",0.984272024367385,1,FALSE,FALSE,FALSE,FALSE
"K02562",0.153,0,0.792,0.0693,0.263,0.0186,NA,"K02562",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K00009",0.34,0,0.178,-0.178,0.132,0.0949,NA,"K00009",0.742705,1,FALSE,FALSE,FALSE,FALSE
"K02800",0.35,0,0.123,-0.203,0.131,0.109,NA,"K02800",0.687801152737752,1,FALSE,FALSE,FALSE,FALSE
"K10679",0.232,0,0.409,-0.0769,0.0929,0.0583,NA,"K10679",0.893563612679114,1,FALSE,FALSE,FALSE,FALSE
"K12264",0.108,0,0.29,-0.171,0.162,0.0746,NA,"K12264,K12265",0.831651877133106,1,FALSE,FALSE,FALSE,FALSE
"K07167",0.266,0,0.975,0.00458,0.146,0.00221,NA,"K07167",0.995681215582296,1,FALSE,FALSE,FALSE,FALSE
"K01669",0.862,0,0.155,-0.14,0.0978,0.1,NA,"K01669",0.701789757412399,1,FALSE,FALSE,FALSE,FALSE
"K06954",0.517,0,0.882,0.0128,0.0856,0.0105,NA,"K06954,K09701",0.991805481283422,1,FALSE,FALSE,FALSE,FALSE
"K00574",0.773,0,0.851,-0.0299,0.159,0.0132,NA,"K00574",0.987475550405562,1,FALSE,FALSE,FALSE,FALSE
"K22745",0.0197,0,0.419,0.149,0.184,0.057,NA,"K22745",0.900062766865927,1,FALSE,FALSE,FALSE,FALSE
"K01724",0.764,0,0.308,-0.132,0.129,0.0719,NA,"K01724",0.841670784103115,1,FALSE,FALSE,FALSE,FALSE
"K00500",0.576,0,0.443,-0.0965,0.126,0.0542,NA,"K00500",0.908503473641193,1,FALSE,FALSE,FALSE,FALSE
"K01907",0.433,0,0.00199,0.422,0.135,0.216,NA,"K01907",0.109493736263736,1,FALSE,FALSE,FALSE,FALSE
"K01800",0.567,0,0.216,0.194,0.156,0.0871,NA,"K01800",0.784272661348803,1,FALSE,FALSE,FALSE,FALSE
"K16171",0.33,0,0.264,-0.148,0.132,0.0788,NA,"K16171",0.814447319778189,1,FALSE,FALSE,FALSE,FALSE
"K00451",0.616,0,0.83,0.0256,0.119,0.0151,NA,"K00451",0.98039985862394,1,FALSE,FALSE,FALSE,FALSE
"K00457",0.66,0,0.421,0.103,0.128,0.0568,NA,"K00457",0.900062766865927,1,FALSE,FALSE,FALSE,FALSE
"K09935",0.0296,0,0.927,-0.0269,0.294,0.00646,NA,"K09935",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
"K06957",0.271,0,0.0261,-0.561,0.25,0.156,NA,"K06957",0.354153658536585,1,FALSE,FALSE,FALSE,FALSE
"K09749",0.192,0,0.359,-0.205,0.223,0.0648,NA,"K09749",0.87300291403594,1,FALSE,FALSE,FALSE,FALSE
"K10125",0.498,0,0.00626,0.417,0.151,0.191,NA,"K10125",0.200921923076923,1,FALSE,FALSE,FALSE,FALSE
"K00275",0.842,0,0.76,-0.0394,0.129,0.0216,NA,"K00275",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K07506",0.576,0,0.123,-0.138,0.0889,0.109,NA,"K07506",0.687801152737752,1,FALSE,FALSE,FALSE,FALSE
"K13821",0.813,0,0.718,-0.0877,0.243,0.0255,NA,"K13821",0.971103727714749,1,FALSE,FALSE,FALSE,FALSE
"K00318",0.232,0,0.425,0.131,0.164,0.0563,NA,"K00318",0.902105063291139,1,FALSE,FALSE,FALSE,FALSE
"K11928",0.552,0,0.591,0.085,0.158,0.038,NA,"K11928",0.95548498546981,1,FALSE,FALSE,FALSE,FALSE
"K18954",0.498,0,0.113,0.129,0.081,0.112,NA,"K18954",0.687801152737752,1,FALSE,FALSE,FALSE,FALSE
"K18893",0.532,0,0.291,0.18,0.17,0.0745,NA,"K18893",0.831651877133106,1,FALSE,FALSE,FALSE,FALSE
"K23475",0.0296,0,0.759,-0.0591,0.192,0.0217,NA,"K23475",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K03760",0.552,0,0.0392,-0.231,0.111,0.145,NA,"K03760",0.433276821192053,1,FALSE,FALSE,FALSE,FALSE
"K06015",0.355,0,0.185,-0.102,0.0768,0.0935,NA,"K06015",0.750644246353322,1,FALSE,FALSE,FALSE,FALSE
"K15736",0.167,0,0.258,0.103,0.0907,0.0798,NA,"K15736",0.810417816813049,1,FALSE,FALSE,FALSE,FALSE
"K05994",0.0936,0,0.848,-0.0221,0.116,0.0135,NA,"K05994",0.987475550405562,1,FALSE,FALSE,FALSE,FALSE
"K07661",0.409,0,0.183,-0.257,0.193,0.0939,NA,"K07661",0.747984489795918,1,FALSE,FALSE,FALSE,FALSE
"K01751",0.158,0,0.646,0.0464,0.101,0.0325,NA,"K01751",0.968469058295964,1,FALSE,FALSE,FALSE,FALSE
"K01799",0.217,0,0.473,0.0584,0.0812,0.0507,NA,"K01799",0.921838808250573,1,FALSE,FALSE,FALSE,FALSE
"K02167",0.527,0,0.0125,0.338,0.134,0.175,NA,"K02167",0.251355421686747,1,FALSE,FALSE,FALSE,FALSE
"K00130",0.675,0,0.658,0.0491,0.111,0.0312,NA,"K00130",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K00108",0.586,0,0.407,0.0887,0.107,0.0585,NA,"K00108",0.892618922470434,1,FALSE,FALSE,FALSE,FALSE
"K18555",0.108,0,0.8,-0.0675,0.266,0.0179,NA,"K18555",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K11104",0.0246,0,0.858,0.0306,0.171,0.0126,NA,"K11104",0.988951657458564,1,FALSE,FALSE,FALSE,FALSE
"K03292",0.384,0,0.413,-0.0595,0.0726,0.0577,NA,"K03292",0.894416522491349,1,FALSE,FALSE,FALSE,FALSE
"K07406",0.182,0,0.826,-0.031,0.141,0.0155,NA,"K07406",0.98039985862394,1,FALSE,FALSE,FALSE,FALSE
"K23237",0.064,0,0.721,0.0455,0.127,0.0252,NA,"K23237",0.972573042776433,1,FALSE,FALSE,FALSE,FALSE
"K01451",0.369,0,0.981,0.00226,0.0962,0.00166,NA,"K01451",0.996528982569923,1,FALSE,FALSE,FALSE,FALSE
"K08323",0.345,0,0.883,-0.0131,0.0884,0.0104,NA,"K08323",0.991805481283422,1,FALSE,FALSE,FALSE,FALSE
"K01488",0.36,0,0.317,-0.19,0.19,0.0705,NA,"K01488",0.846968516542156,1,FALSE,FALSE,FALSE,FALSE
"K01812",0.369,0,0.829,0.019,0.0882,0.0152,NA,"K01812",0.98039985862394,1,FALSE,FALSE,FALSE,FALSE
"K00040",0.232,0,0.546,0.057,0.0944,0.0426,NA,"K00040",0.949517436067752,1,FALSE,FALSE,FALSE,FALSE
"K13637",0.0985,0,0.144,0.22,0.15,0.103,NA,"K13637",0.689300191204589,1,FALSE,FALSE,FALSE,FALSE
"K01686",0.389,0,0.227,-0.112,0.0923,0.0851,NA,"K01686",0.797606315789474,1,FALSE,FALSE,FALSE,FALSE
"K00986",0.522,0,0.796,0.0108,0.0417,0.0182,NA,"K00986",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K21966",0.167,0,0.806,-0.0232,0.0942,0.0174,NA,"K21966",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K07483",0.65,0,0.673,0.022,0.0519,0.0298,NA,"K07483",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K19092",0.345,0,0.711,-0.0227,0.0612,0.0262,NA,"K19092",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K07496",0.108,0,0.334,-0.0952,0.0983,0.0682,NA,"K07496",0.855351861295258,1,FALSE,FALSE,FALSE,FALSE
"K23122",0.0345,0,0.421,-0.118,0.146,0.0567,NA,"K23122",0.900062766865927,1,FALSE,FALSE,FALSE,FALSE
"K25562",0.0936,0,0.201,-0.234,0.182,0.0901,NA,"K25562",0.770013006885998,1,FALSE,FALSE,FALSE,FALSE
"K23120",0.0296,0,0.284,-0.187,0.174,0.0756,NA,"K23120",0.823386218876665,1,FALSE,FALSE,FALSE,FALSE
"K02016",0.645,0,0.233,0.113,0.0943,0.084,NA,"K02016",0.8009859437751,1,FALSE,FALSE,FALSE,FALSE
"K12068",0.0542,0,0.587,0.0747,0.137,0.0383,NA,"K12068",0.954876218323587,1,FALSE,FALSE,FALSE,FALSE
"K12067",0.0591,0,0.426,0.108,0.136,0.0562,NA,"K12056,K12057,K12060,K12064,K12065,K12066,K12067,K12072",0.902105063291139,1,FALSE,FALSE,FALSE,FALSE
"K12063",0.0887,0,0.575,0.0717,0.128,0.0396,NA,"K12063",0.950486959392539,1,FALSE,FALSE,FALSE,FALSE
"K12061",0.0542,0,0.75,-0.0442,0.139,0.0225,NA,"K12061",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K12059",0.0345,0,0.881,0.0274,0.182,0.0106,NA,"K12059",0.991805481283422,1,FALSE,FALSE,FALSE,FALSE
"K12058",0.0591,0,0.209,0.149,0.118,0.0886,NA,"K12058",0.775157777777778,1,FALSE,FALSE,FALSE,FALSE
"K00520",0.0443,0,0.268,0.16,0.144,0.0781,NA,"K00520",0.814882459312839,1,FALSE,FALSE,FALSE,FALSE
"K19058",0.0197,0,0.888,0.0235,0.167,0.00996,NA,"K19058",0.991805481283422,1,FALSE,FALSE,FALSE,FALSE
"K08364",0.0443,0,0.569,-0.0794,0.139,0.0402,NA,"K08364",0.949517436067752,1,FALSE,FALSE,FALSE,FALSE
"K08363",0.0493,0,0.498,0.0975,0.144,0.0478,NA,"K08363",0.925570155902005,1,FALSE,FALSE,FALSE,FALSE
"K08365",0.0837,0,0.883,-0.0131,0.089,0.0104,NA,"K08365",0.991805481283422,1,FALSE,FALSE,FALSE,FALSE
"K07498",0.187,0,0.555,0.0506,0.0856,0.0416,NA,"K07498",0.949517436067752,1,FALSE,FALSE,FALSE,FALSE
"K04053",0.0394,0,0.733,-0.0581,0.17,0.024,NA,"K04053",0.974284842049376,1,FALSE,FALSE,FALSE,FALSE
"K03222",0.118,0,0.677,-0.0477,0.114,0.0294,NA,"K03222",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K02493",0.975,0,0.551,0.163,0.273,0.0421,NA,"K02493",0.949517436067752,1,FALSE,FALSE,FALSE,FALSE
"K01627",0.739,0,0.0146,0.658,0.267,0.171,NA,"K00979,K01627",0.266677173913043,1,FALSE,FALSE,FALSE,FALSE
"K11751",0.315,0,0.912,-0.0175,0.159,0.00777,NA,"K11751",0.992926448253417,1,FALSE,FALSE,FALSE,FALSE
